entry_index,filename,species_name,species_code,domain_category,threat_level,confidence_tier,recommended_deterrent,source_split,file_size_kb,relative_path,absolute_path
30594,IMAG2583-edit_mp4-0_jpg.rf.ac4b4f3771d53ae7441ed1b2a607f316.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,77.87,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/IMAG2583-edit_mp4-0_jpg.rf.ac4b4f3771d53ae7441ed1b2a607f316.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\IMAG2583-edit_mp4-0_jpg.rf.ac4b4f3771d53ae7441ed1b2a607f316.jpg
30595,IMAG2583-edit_mp4-12_jpg.rf.b13f06297171887f0cf96b4fc08e8590.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,75.17,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/IMAG2583-edit_mp4-12_jpg.rf.b13f06297171887f0cf96b4fc08e8590.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\IMAG2583-edit_mp4-12_jpg.rf.b13f06297171887f0cf96b4fc08e8590.jpg
30596,IMAG2583-edit_mp4-14_jpg.rf.66c08f5c0fb4afc9937d715710ff5e7f.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,74.76,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/IMAG2583-edit_mp4-14_jpg.rf.66c08f5c0fb4afc9937d715710ff5e7f.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\IMAG2583-edit_mp4-14_jpg.rf.66c08f5c0fb4afc9937d715710ff5e7f.jpg
30597,IMAG2583-edit_mp4-16_jpg.rf.2c21b4e04c9d20d07206af70381706c4.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,75.21,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/IMAG2583-edit_mp4-16_jpg.rf.2c21b4e04c9d20d07206af70381706c4.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\IMAG2583-edit_mp4-16_jpg.rf.2c21b4e04c9d20d07206af70381706c4.jpg
30598,IMAG2583-edit_mp4-17_jpg.rf.cb660e96c8e3b1f1c8670d54173e9e6f.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,74.99,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/IMAG2583-edit_mp4-17_jpg.rf.cb660e96c8e3b1f1c8670d54173e9e6f.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\IMAG2583-edit_mp4-17_jpg.rf.cb660e96c8e3b1f1c8670d54173e9e6f.jpg
30599,IMAG2583-edit_mp4-18_jpg.rf.42445535191c2b80e1cd13749e0439c1.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,75.22,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/IMAG2583-edit_mp4-18_jpg.rf.42445535191c2b80e1cd13749e0439c1.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\IMAG2583-edit_mp4-18_jpg.rf.42445535191c2b80e1cd13749e0439c1.jpg
30600,IMAG2583-edit_mp4-19_jpg.rf.f7e2a7a3c03d4c9c322215ddba887753.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,74.94,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/IMAG2583-edit_mp4-19_jpg.rf.f7e2a7a3c03d4c9c322215ddba887753.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\IMAG2583-edit_mp4-19_jpg.rf.f7e2a7a3c03d4c9c322215ddba887753.jpg
30601,IMAG2583-edit_mp4-21_jpg.rf.e2e6d12fb8972b908d86d792e8df741f.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,75.23,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/IMAG2583-edit_mp4-21_jpg.rf.e2e6d12fb8972b908d86d792e8df741f.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\IMAG2583-edit_mp4-21_jpg.rf.e2e6d12fb8972b908d86d792e8df741f.jpg
30602,IMAG2583-edit_mp4-23_jpg.rf.287f95e6e680661a9beed93338c44b05.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,75.25,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/IMAG2583-edit_mp4-23_jpg.rf.287f95e6e680661a9beed93338c44b05.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\IMAG2583-edit_mp4-23_jpg.rf.287f95e6e680661a9beed93338c44b05.jpg
30603,IMAG2583-edit_mp4-24_jpg.rf.7b24b029f486d0394649d83ee366e34e.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,75.43,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/IMAG2583-edit_mp4-24_jpg.rf.7b24b029f486d0394649d83ee366e34e.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\IMAG2583-edit_mp4-24_jpg.rf.7b24b029f486d0394649d83ee366e34e.jpg
30604,IMAG2583-edit_mp4-2_jpg.rf.c20f3e2ef14f8ef84c9b7590fb77d53b.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,75.52,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/IMAG2583-edit_mp4-2_jpg.rf.c20f3e2ef14f8ef84c9b7590fb77d53b.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\IMAG2583-edit_mp4-2_jpg.rf.c20f3e2ef14f8ef84c9b7590fb77d53b.jpg
30605,IMAG2583-edit_mp4-7_jpg.rf.05e12ed54c8233c74e41b14f7ffe40fa.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,74.42,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/IMAG2583-edit_mp4-7_jpg.rf.05e12ed54c8233c74e41b14f7ffe40fa.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\IMAG2583-edit_mp4-7_jpg.rf.05e12ed54c8233c74e41b14f7ffe40fa.jpg
30606,IMAG2583-edit_mp4-8_jpg.rf.b96940a8189142c928679e3fbf0d4f5d.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,74.54,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/IMAG2583-edit_mp4-8_jpg.rf.b96940a8189142c928679e3fbf0d4f5d.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\IMAG2583-edit_mp4-8_jpg.rf.b96940a8189142c928679e3fbf0d4f5d.jpg
30607,IMAG2738-edit_mp4-0_jpg.rf.1d62958513b0081a5ab6daca41411e2d.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,28.77,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/IMAG2738-edit_mp4-0_jpg.rf.1d62958513b0081a5ab6daca41411e2d.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\IMAG2738-edit_mp4-0_jpg.rf.1d62958513b0081a5ab6daca41411e2d.jpg
30608,IMAG2738-edit_mp4-10_jpg.rf.aa53eae643099f155f726bb244f14ce6.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,28.23,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/IMAG2738-edit_mp4-10_jpg.rf.aa53eae643099f155f726bb244f14ce6.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\IMAG2738-edit_mp4-10_jpg.rf.aa53eae643099f155f726bb244f14ce6.jpg
30609,IMAG2738-edit_mp4-13_jpg.rf.fabacb54487de220e913f4fb5c3d03a8.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,28.16,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/IMAG2738-edit_mp4-13_jpg.rf.fabacb54487de220e913f4fb5c3d03a8.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\IMAG2738-edit_mp4-13_jpg.rf.fabacb54487de220e913f4fb5c3d03a8.jpg
30610,IMAG2738-edit_mp4-14_jpg.rf.7468b41e874b838cfa100ab5111d040c.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,28.24,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/IMAG2738-edit_mp4-14_jpg.rf.7468b41e874b838cfa100ab5111d040c.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\IMAG2738-edit_mp4-14_jpg.rf.7468b41e874b838cfa100ab5111d040c.jpg
30611,IMAG2738-edit_mp4-16_jpg.rf.fd6f8968324867ef0884d47f24868cb2.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,28.25,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/IMAG2738-edit_mp4-16_jpg.rf.fd6f8968324867ef0884d47f24868cb2.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\IMAG2738-edit_mp4-16_jpg.rf.fd6f8968324867ef0884d47f24868cb2.jpg
30612,IMAG2738-edit_mp4-18_jpg.rf.61e3e161a36ff3ad8e7512335b0b57ce.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,28.5,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/IMAG2738-edit_mp4-18_jpg.rf.61e3e161a36ff3ad8e7512335b0b57ce.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\IMAG2738-edit_mp4-18_jpg.rf.61e3e161a36ff3ad8e7512335b0b57ce.jpg
30613,IMAG2738-edit_mp4-19_jpg.rf.796dc5fa156255e0305ba1ee04cd5290.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,28.45,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/IMAG2738-edit_mp4-19_jpg.rf.796dc5fa156255e0305ba1ee04cd5290.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\IMAG2738-edit_mp4-19_jpg.rf.796dc5fa156255e0305ba1ee04cd5290.jpg
30614,IMAG2738-edit_mp4-21_jpg.rf.099cbc93fddabea379dc1bb4abcbe2fd.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,28.38,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/IMAG2738-edit_mp4-21_jpg.rf.099cbc93fddabea379dc1bb4abcbe2fd.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\IMAG2738-edit_mp4-21_jpg.rf.099cbc93fddabea379dc1bb4abcbe2fd.jpg
30615,IMAG2738-edit_mp4-22_jpg.rf.5e65acb5bbf0926597c21f796ae2ee11.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,28.13,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/IMAG2738-edit_mp4-22_jpg.rf.5e65acb5bbf0926597c21f796ae2ee11.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\IMAG2738-edit_mp4-22_jpg.rf.5e65acb5bbf0926597c21f796ae2ee11.jpg
30616,IMAG2738-edit_mp4-23_jpg.rf.421c26fad4a85eac290f141237e7c63a.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,28.14,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/IMAG2738-edit_mp4-23_jpg.rf.421c26fad4a85eac290f141237e7c63a.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\IMAG2738-edit_mp4-23_jpg.rf.421c26fad4a85eac290f141237e7c63a.jpg
30617,IMAG2738-edit_mp4-24_jpg.rf.3101f32d8fa110a47ab09c1c09957447.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,28.21,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/IMAG2738-edit_mp4-24_jpg.rf.3101f32d8fa110a47ab09c1c09957447.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\IMAG2738-edit_mp4-24_jpg.rf.3101f32d8fa110a47ab09c1c09957447.jpg
30618,IMAG2738-edit_mp4-25_jpg.rf.6959ffd31ecc66cff8aa55b4e15be68b.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,28.27,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/IMAG2738-edit_mp4-25_jpg.rf.6959ffd31ecc66cff8aa55b4e15be68b.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\IMAG2738-edit_mp4-25_jpg.rf.6959ffd31ecc66cff8aa55b4e15be68b.jpg
30619,IMAG2738-edit_mp4-26_jpg.rf.39a2ac37f519dddebfaae45bb46ab091.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,28.12,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/IMAG2738-edit_mp4-26_jpg.rf.39a2ac37f519dddebfaae45bb46ab091.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\IMAG2738-edit_mp4-26_jpg.rf.39a2ac37f519dddebfaae45bb46ab091.jpg
30620,IMAG2738-edit_mp4-27_jpg.rf.7173a71644d1a847e5a191f00fbfd89d.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,28.24,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/IMAG2738-edit_mp4-27_jpg.rf.7173a71644d1a847e5a191f00fbfd89d.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\IMAG2738-edit_mp4-27_jpg.rf.7173a71644d1a847e5a191f00fbfd89d.jpg
30621,IMAG2738-edit_mp4-28_jpg.rf.8ec67a7f2e647a310a4e83bfdee6771c.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,28.26,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/IMAG2738-edit_mp4-28_jpg.rf.8ec67a7f2e647a310a4e83bfdee6771c.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\IMAG2738-edit_mp4-28_jpg.rf.8ec67a7f2e647a310a4e83bfdee6771c.jpg
30622,IMAG2738-edit_mp4-30_jpg.rf.f6fef1ba9ca444e3b98aab7d84bb8bc1.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,28.17,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/IMAG2738-edit_mp4-30_jpg.rf.f6fef1ba9ca444e3b98aab7d84bb8bc1.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\IMAG2738-edit_mp4-30_jpg.rf.f6fef1ba9ca444e3b98aab7d84bb8bc1.jpg
30623,IMAG2738-edit_mp4-3_jpg.rf.63645b76a3f418d329df148b13acf321.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,28.22,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/IMAG2738-edit_mp4-3_jpg.rf.63645b76a3f418d329df148b13acf321.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\IMAG2738-edit_mp4-3_jpg.rf.63645b76a3f418d329df148b13acf321.jpg
30624,IMAG2738-edit_mp4-4_jpg.rf.41c4d11c1a9a2c3437484aa4e6ecda1e.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,27.92,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/IMAG2738-edit_mp4-4_jpg.rf.41c4d11c1a9a2c3437484aa4e6ecda1e.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\IMAG2738-edit_mp4-4_jpg.rf.41c4d11c1a9a2c3437484aa4e6ecda1e.jpg
30625,IMAG2738-edit_mp4-5_jpg.rf.35e5a6337d20631f2b0995e2fd4e19f2.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,28.4,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/IMAG2738-edit_mp4-5_jpg.rf.35e5a6337d20631f2b0995e2fd4e19f2.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\IMAG2738-edit_mp4-5_jpg.rf.35e5a6337d20631f2b0995e2fd4e19f2.jpg
30626,IMAG2738-edit_mp4-7_jpg.rf.7f726a15fef588ac6c33cdd31bce237d.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,28.14,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/IMAG2738-edit_mp4-7_jpg.rf.7f726a15fef588ac6c33cdd31bce237d.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\IMAG2738-edit_mp4-7_jpg.rf.7f726a15fef588ac6c33cdd31bce237d.jpg
30627,IMAG2738-edit_mp4-8_jpg.rf.c4604353aaa9d6c71e265d4f18711fa0.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,28.49,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/IMAG2738-edit_mp4-8_jpg.rf.c4604353aaa9d6c71e265d4f18711fa0.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\IMAG2738-edit_mp4-8_jpg.rf.c4604353aaa9d6c71e265d4f18711fa0.jpg
30628,IN2FVIRSWWNJ_jpg.rf.175d5a76fae0ac31b0f788f54b7a36ad.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,77.63,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/IN2FVIRSWWNJ_jpg.rf.175d5a76fae0ac31b0f788f54b7a36ad.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\IN2FVIRSWWNJ_jpg.rf.175d5a76fae0ac31b0f788f54b7a36ad.jpg
30629,INF9EJWKYJZT_jpg.rf.2e19f49c1e9d216098393ed52843627a.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,64.42,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/INF9EJWKYJZT_jpg.rf.2e19f49c1e9d216098393ed52843627a.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\INF9EJWKYJZT_jpg.rf.2e19f49c1e9d216098393ed52843627a.jpg
30630,INF9EJWKYJZT_jpg.rf.48e64c9df3d933a7acb4f05c42cd711e.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,57.65,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/INF9EJWKYJZT_jpg.rf.48e64c9df3d933a7acb4f05c42cd711e.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\INF9EJWKYJZT_jpg.rf.48e64c9df3d933a7acb4f05c42cd711e.jpg
30631,INF9EJWKYJZT_jpg.rf.fc60aa0b5cc56bcbab6ccefd4871f91b.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,59.24,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/INF9EJWKYJZT_jpg.rf.fc60aa0b5cc56bcbab6ccefd4871f91b.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\INF9EJWKYJZT_jpg.rf.fc60aa0b5cc56bcbab6ccefd4871f91b.jpg
30632,INWU818Q56R5_jpg.rf.1bfc62d6f0863173655ac32de634af2a.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,52.71,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/INWU818Q56R5_jpg.rf.1bfc62d6f0863173655ac32de634af2a.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\INWU818Q56R5_jpg.rf.1bfc62d6f0863173655ac32de634af2a.jpg
30633,INWU818Q56R5_jpg.rf.4e3856fbb6a6518cd5307f9bef31b3a3.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,57.15,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/INWU818Q56R5_jpg.rf.4e3856fbb6a6518cd5307f9bef31b3a3.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\INWU818Q56R5_jpg.rf.4e3856fbb6a6518cd5307f9bef31b3a3.jpg
30634,INWU818Q56R5_jpg.rf.52280f06a97e99860f6850f9bd2e9a9f.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Source Dataset,52.72,Wildshield AI Workflow/wildshield ai Dataset/Wild Boar Dataset/Wild Boar Dataset/images/train/INWU818Q56R5_jpg.rf.52280f06a97e99860f6850f9bd2e9a9f.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\Wildshield AI Workflow\wildshield ai Dataset\Wild Boar Dataset\Wild Boar Dataset\images\train\INWU818Q56R5_jpg.rf.52280f06a97e99860f6850f9bd2e9a9f.jpg
